"","age","sd_-2.67","percentile_0.4","height_0.4","sd_-2","percentile_2","height_2","sd_-1.33","percentile_9","height_9","sd_-0.67","percentile_25","height_25","sd_0","percentile_50","height_50","sd_0.67","percentile_75","height_75","sd_1.33","percentile_91","height_91","sd_2","percentile_98","height_98","sd_2.67","percentile_99.6","height_99.6"
"112",13.25,"-2.67","0.4",138.2844,"-2","2",142.8433,"-1.33","9",147.4022,"-0.67","25",151.9611,"0","50",156.52,"0.67","75",161.0789,"1.33","91",165.6378,"2","98",170.1967,"2.67","99.6",174.7556
"113",13.3333,"-2.67","0.4",138.7587,"-2","2",143.2965,"-1.33","9",147.8343,"-0.67","25",152.3722,"0","50",156.91,"0.67","75",161.4478,"1.33","91",165.9857,"2","98",170.5235,"2.67","99.6",175.0613
"114",13.4167,"-2.67","0.4",139.2159,"-2","2",143.7319,"-1.33","9",148.2479,"-0.67","25",152.764,"0","50",157.28,"0.67","75",161.796,"1.33","91",166.3121,"2","98",170.8281,"2.67","99.6",175.3441
"115",13.5,"-2.67","0.4",139.6737,"-2","2",144.1678,"-1.33","9",148.6618,"-0.67","25",153.1559,"0","50",157.65,"0.67","75",162.1441,"1.33","91",166.6382,"2","98",171.1322,"2.67","99.6",175.6263
"116",13.5833,"-2.67","0.4",140.1144,"-2","2",144.5858,"-1.33","9",149.0572,"-0.67","25",153.5286,"0","50",158,"0.67","75",162.4714,"1.33","91",166.9428,"2","98",171.4142,"2.67","99.6",175.8856
"117",13.6667,"-2.67","0.4",140.5515,"-2","2",145.0011,"-1.33","9",149.4507,"-0.67","25",153.9004,"0","50",158.35,"0.67","75",162.7996,"1.33","91",167.2493,"2","98",171.6989,"2.67","99.6",176.1485
"118",13.75,"-2.67","0.4",140.9802,"-2","2",145.4076,"-1.33","9",149.8351,"-0.67","25",154.2625,"0","50",158.69,"0.67","75",163.1175,"1.33","91",167.5449,"2","98",171.9724,"2.67","99.6",176.3998
"119",13.8333,"-2.67","0.4",141.3875,"-2","2",145.7931,"-1.33","9",150.1987,"-0.67","25",154.6044,"0","50",159.01,"0.67","75",163.4156,"1.33","91",167.8213,"2","98",172.2269,"2.67","99.6",176.6325
"120",13.9167,"-2.67","0.4",141.7774,"-2","2",146.1606,"-1.33","9",150.5437,"-0.67","25",154.9269,"0","50",159.31,"0.67","75",163.6931,"1.33","91",168.0763,"2","98",172.4594,"2.67","99.6",176.8426
"121",14,"-2.67","0.4",142.1593,"-2","2",146.522,"-1.33","9",150.8847,"-0.67","25",155.2473,"0","50",159.61,"0.67","75",163.9727,"1.33","91",168.3353,"2","98",172.698,"2.67","99.6",177.0607
"122",14.0833,"-2.67","0.4",142.5238,"-2","2",146.8654,"-1.33","9",151.2069,"-0.67","25",155.5485,"0","50",159.89,"0.67","75",164.2315,"1.33","91",168.5731,"2","98",172.9146,"2.67","99.6",177.2562
"123",14.1667,"-2.67","0.4",142.8798,"-2","2",147.1999,"-1.33","9",151.5199,"-0.67","25",155.84,"0","50",160.16,"0.67","75",164.48,"1.33","91",168.8001,"2","98",173.1201,"2.67","99.6",177.4402
"124",14.25,"-2.67","0.4",143.2187,"-2","2",147.519,"-1.33","9",151.8193,"-0.67","25",156.1197,"0","50",160.42,"0.67","75",164.7203,"1.33","91",169.0207,"2","98",173.321,"2.67","99.6",177.6213
"125",14.3333,"-2.67","0.4",143.5447,"-2","2",147.826,"-1.33","9",152.1074,"-0.67","25",156.3887,"0","50",160.67,"0.67","75",164.9513,"1.33","91",169.2326,"2","98",173.514,"2.67","99.6",177.7953
"126",14.4167,"-2.67","0.4",143.8489,"-2","2",148.1117,"-1.33","9",152.3744,"-0.67","25",156.6372,"0","50",160.9,"0.67","75",165.1628,"1.33","91",169.4256,"2","98",173.6883,"2.67","99.6",177.9511
"127",14.5,"-2.67","0.4",144.1401,"-2","2",148.3851,"-1.33","9",152.6301,"-0.67","25",156.875,"0","50",161.12,"0.67","75",165.365,"1.33","91",169.6099,"2","98",173.8549,"2.67","99.6",178.0999
"128",14.5833,"-2.67","0.4",144.4094,"-2","2",148.637,"-1.33","9",152.8647,"-0.67","25",157.0923,"0","50",161.32,"0.67","75",165.5477,"1.33","91",169.7753,"2","98",174.003,"2.67","99.6",178.2306
"129",14.6667,"-2.67","0.4",144.6788,"-2","2",148.8891,"-1.33","9",153.0994,"-0.67","25",157.3097,"0","50",161.52,"0.67","75",165.7303,"1.33","91",169.9406,"2","98",174.1509,"2.67","99.6",178.3612
"130",14.75,"-2.67","0.4",144.9267,"-2","2",149.1225,"-1.33","9",153.3183,"-0.67","25",157.5142,"0","50",161.71,"0.67","75",165.9058,"1.33","91",170.1017,"2","98",174.2975,"2.67","99.6",178.4933
"131",14.8333,"-2.67","0.4",145.1567,"-2","2",149.3375,"-1.33","9",153.5184,"-0.67","25",157.6992,"0","50",161.88,"0.67","75",166.0608,"1.33","91",170.2416,"2","98",174.4225,"2.67","99.6",178.6033
"132",14.9167,"-2.67","0.4",145.3604,"-2","2",149.5278,"-1.33","9",153.6952,"-0.67","25",157.8626,"0","50",162.03,"0.67","75",166.1974,"1.33","91",170.3648,"2","98",174.5322,"2.67","99.6",178.6996
"133",15,"-2.67","0.4",145.5641,"-2","2",149.7181,"-1.33","9",153.8721,"-0.67","25",158.026,"0","50",162.18,"0.67","75",166.334,"1.33","91",170.4879,"2","98",174.6419,"2.67","99.6",178.7959
"134",15.0833,"-2.67","0.4",145.7504,"-2","2",149.8928,"-1.33","9",154.0352,"-0.67","25",158.1776,"0","50",162.32,"0.67","75",166.4624,"1.33","91",170.6048,"2","98",174.7472,"2.67","99.6",178.8896
"135",15.1667,"-2.67","0.4",145.9144,"-2","2",150.0458,"-1.33","9",154.1772,"-0.67","25",158.3086,"0","50",162.44,"0.67","75",166.5714,"1.33","91",170.7028,"2","98",174.8342,"2.67","99.6",178.9656
"136",15.25,"-2.67","0.4",146.0742,"-2","2",150.1957,"-1.33","9",154.3171,"-0.67","25",158.4386,"0","50",162.56,"0.67","75",166.6814,"1.33","91",170.8029,"2","98",174.9243,"2.67","99.6",179.0458
"137",15.3333,"-2.67","0.4",146.2118,"-2","2",150.3239,"-1.33","9",154.4359,"-0.67","25",158.548,"0","50",162.66,"0.67","75",166.772,"1.33","91",170.8841,"2","98",174.9961,"2.67","99.6",179.1082
"138",15.4167,"-2.67","0.4",146.3451,"-2","2",150.4488,"-1.33","9",154.5526,"-0.67","25",158.6563,"0","50",162.76,"0.67","75",166.8637,"1.33","91",170.9674,"2","98",175.0712,"2.67","99.6",179.1749
"139",15.5,"-2.67","0.4",146.4695,"-2","2",150.5646,"-1.33","9",154.6597,"-0.67","25",158.7549,"0","50",162.85,"0.67","75",166.9451,"1.33","91",171.0403,"2","98",175.1354,"2.67","99.6",179.2305
"140",15.5833,"-2.67","0.4",146.5672,"-2","2",150.6554,"-1.33","9",154.7436,"-0.67","25",158.8318,"0","50",162.92,"0.67","75",167.0082,"1.33","91",171.0964,"2","98",175.1846,"2.67","99.6",179.2728
"141",15.6667,"-2.67","0.4",146.6739,"-2","2",150.7554,"-1.33","9",154.837,"-0.67","25",158.9185,"0","50",163,"0.67","75",167.0815,"1.33","91",171.163,"2","98",175.2446,"2.67","99.6",179.3261
"142",15.75,"-2.67","0.4",146.7583,"-2","2",150.8338,"-1.33","9",154.9092,"-0.67","25",158.9846,"0","50",163.06,"0.67","75",167.1354,"1.33","91",171.2108,"2","98",175.2862,"2.67","99.6",179.3617
"143",15.8333,"-2.67","0.4",146.8384,"-2","2",150.9088,"-1.33","9",154.9792,"-0.67","25",159.0496,"0","50",163.12,"0.67","75",167.1904,"1.33","91",171.2608,"2","98",175.3312,"2.67","99.6",179.4016
"144",15.9167,"-2.67","0.4",146.9186,"-2","2",150.9839,"-1.33","9",155.0493,"-0.67","25",159.1146,"0","50",163.18,"0.67","75",167.2454,"1.33","91",171.3107,"2","98",175.3761,"2.67","99.6",179.4414
"145",16,"-2.67","0.4",146.9763,"-2","2",151.0373,"-1.33","9",155.0982,"-0.67","25",159.1591,"0","50",163.22,"0.67","75",167.2809,"1.33","91",171.3418,"2","98",175.4027,"2.67","99.6",179.4637
"146",16.0833,"-2.67","0.4",147.0388,"-2","2",151.0966,"-1.33","9",155.1544,"-0.67","25",159.2122,"0","50",163.27,"0.67","75",167.3278,"1.33","91",171.3856,"2","98",175.4434,"2.67","99.6",179.5012
"147",16.1667,"-2.67","0.4",147.0876,"-2","2",151.1407,"-1.33","9",155.1938,"-0.67","25",159.2469,"0","50",163.3,"0.67","75",167.3531,"1.33","91",171.4062,"2","98",175.4593,"2.67","99.6",179.5124
"148",16.25,"-2.67","0.4",147.1367,"-2","2",151.1875,"-1.33","9",155.2383,"-0.67","25",159.2892,"0","50",163.34,"0.67","75",167.3908,"1.33","91",171.4417,"2","98",175.4925,"2.67","99.6",179.5433
"149",16.3333,"-2.67","0.4",147.1811,"-2","2",151.2283,"-1.33","9",155.2756,"-0.67","25",159.3228,"0","50",163.37,"0.67","75",167.4172,"1.33","91",171.4644,"2","98",175.5117,"2.67","99.6",179.5589
"150",16.4167,"-2.67","0.4",147.2212,"-2","2",151.2659,"-1.33","9",155.3106,"-0.67","25",159.3553,"0","50",163.4,"0.67","75",167.4447,"1.33","91",171.4894,"2","98",175.5341,"2.67","99.6",179.5788
"151",16.5,"-2.67","0.4",147.248,"-2","2",151.291,"-1.33","9",155.334,"-0.67","25",159.377,"0","50",163.42,"0.67","75",167.463,"1.33","91",171.506,"2","98",175.549,"2.67","99.6",179.592
"152",16.5833,"-2.67","0.4",147.2881,"-2","2",151.3285,"-1.33","9",155.369,"-0.67","25",159.4095,"0","50",163.45,"0.67","75",167.4905,"1.33","91",171.531,"2","98",175.5715,"2.67","99.6",179.6119
"153",16.6667,"-2.67","0.4",147.3014,"-2","2",151.3411,"-1.33","9",155.3807,"-0.67","25",159.4204,"0","50",163.46,"0.67","75",167.4996,"1.33","91",171.5393,"2","98",175.5789,"2.67","99.6",179.6186
"154",16.75,"-2.67","0.4",147.3282,"-2","2",151.3661,"-1.33","9",155.4041,"-0.67","25",159.442,"0","50",163.48,"0.67","75",167.518,"1.33","91",171.5559,"2","98",175.5939,"2.67","99.6",179.6318
"155",16.8333,"-2.67","0.4",147.3415,"-2","2",151.3787,"-1.33","9",155.4158,"-0.67","25",159.4529,"0","50",163.49,"0.67","75",167.5271,"1.33","91",171.5642,"2","98",175.6013,"2.67","99.6",179.6385
"156",16.9167,"-2.67","0.4",147.3549,"-2","2",151.3912,"-1.33","9",155.4275,"-0.67","25",159.4637,"0","50",163.5,"0.67","75",167.5363,"1.33","91",171.5725,"2","98",175.6088,"2.67","99.6",179.6451
"157",17,"-2.67","0.4",147.3683,"-2","2",151.4037,"-1.33","9",155.4391,"-0.67","25",159.4746,"0","50",163.51,"0.67","75",167.5454,"1.33","91",171.5809,"2","98",175.6163,"2.67","99.6",179.6517
"158",17.0833,"-2.67","0.4",147.3727,"-2","2",151.407,"-1.33","9",155.4413,"-0.67","25",159.4757,"0","50",163.51,"0.67","75",167.5443,"1.33","91",171.5787,"2","98",175.613,"2.67","99.6",179.6473
"159",17.1667,"-2.67","0.4",147.3817,"-2","2",151.4162,"-1.33","9",155.4508,"-0.67","25",159.4854,"0","50",163.52,"0.67","75",167.5546,"1.33","91",171.5892,"2","98",175.6238,"2.67","99.6",179.6583
"160",17.25,"-2.67","0.4",147.3817,"-2","2",151.4162,"-1.33","9",155.4508,"-0.67","25",159.4854,"0","50",163.52,"0.67","75",167.5546,"1.33","91",171.5892,"2","98",175.6238,"2.67","99.6",179.6583
"161",17.3333,"-2.67","0.4",147.3817,"-2","2",151.4162,"-1.33","9",155.4508,"-0.67","25",159.4854,"0","50",163.52,"0.67","75",167.5546,"1.33","91",171.5892,"2","98",175.6238,"2.67","99.6",179.6583
"162",17.4167,"-2.67","0.4",147.386,"-2","2",151.4195,"-1.33","9",155.453,"-0.67","25",159.4865,"0","50",163.52,"0.67","75",167.5535,"1.33","91",171.587,"2","98",175.6205,"2.67","99.6",179.654
"163",17.5,"-2.67","0.4",147.395,"-2","2",151.4288,"-1.33","9",155.4625,"-0.67","25",159.4963,"0","50",163.53,"0.67","75",167.5637,"1.33","91",171.5975,"2","98",175.6312,"2.67","99.6",179.665
"164",17.5833,"-2.67","0.4",147.3994,"-2","2",151.4321,"-1.33","9",155.4647,"-0.67","25",159.4974,"0","50",163.53,"0.67","75",167.5626,"1.33","91",171.5953,"2","98",175.6279,"2.67","99.6",179.6606
"165",17.6667,"-2.67","0.4",147.4084,"-2","2",151.4413,"-1.33","9",155.4742,"-0.67","25",159.5071,"0","50",163.54,"0.67","75",167.5729,"1.33","91",171.6058,"2","98",175.6387,"2.67","99.6",179.6716
"166",17.75,"-2.67","0.4",147.4218,"-2","2",151.4538,"-1.33","9",155.4859,"-0.67","25",159.5179,"0","50",163.55,"0.67","75",167.5821,"1.33","91",171.6141,"2","98",175.6462,"2.67","99.6",179.6782
"167",17.8333,"-2.67","0.4",147.4352,"-2","2",151.4664,"-1.33","9",155.4976,"-0.67","25",159.5288,"0","50",163.56,"0.67","75",167.5912,"1.33","91",171.6224,"2","98",175.6536,"2.67","99.6",179.6848
"168",17.9167,"-2.67","0.4",147.4485,"-2","2",151.4789,"-1.33","9",155.5093,"-0.67","25",159.5396,"0","50",163.57,"0.67","75",167.6004,"1.33","91",171.6307,"2","98",175.6611,"2.67","99.6",179.6915
"169",18,"-2.67","0.4",147.4529,"-2","2",151.4822,"-1.33","9",155.5115,"-0.67","25",159.5407,"0","50",163.57,"0.67","75",167.5993,"1.33","91",171.6285,"2","98",175.6578,"2.67","99.6",179.6871
"170",18.0833,"-2.67","0.4",147.4619,"-2","2",151.4914,"-1.33","9",155.521,"-0.67","25",159.5505,"0","50",163.58,"0.67","75",167.6095,"1.33","91",171.639,"2","98",175.6686,"2.67","99.6",179.6981
"171",18.1667,"-2.67","0.4",147.4753,"-2","2",151.504,"-1.33","9",155.5326,"-0.67","25",159.5613,"0","50",163.59,"0.67","75",167.6187,"1.33","91",171.6474,"2","98",175.676,"2.67","99.6",179.7047
"172",18.25,"-2.67","0.4",147.4887,"-2","2",151.5165,"-1.33","9",155.5443,"-0.67","25",159.5722,"0","50",163.6,"0.67","75",167.6278,"1.33","91",171.6557,"2","98",175.6835,"2.67","99.6",179.7113
"173",18.3333,"-2.67","0.4",147.4887,"-2","2",151.5165,"-1.33","9",155.5443,"-0.67","25",159.5722,"0","50",163.6,"0.67","75",167.6278,"1.33","91",171.6557,"2","98",175.6835,"2.67","99.6",179.7113
"174",18.4167,"-2.67","0.4",147.5021,"-2","2",151.529,"-1.33","9",155.556,"-0.67","25",159.583,"0","50",163.61,"0.67","75",167.637,"1.33","91",171.664,"2","98",175.691,"2.67","99.6",179.7179
"175",18.5,"-2.67","0.4",147.5021,"-2","2",151.529,"-1.33","9",155.556,"-0.67","25",159.583,"0","50",163.61,"0.67","75",167.637,"1.33","91",171.664,"2","98",175.691,"2.67","99.6",179.7179
"176",18.5833,"-2.67","0.4",147.5154,"-2","2",151.5416,"-1.33","9",155.5677,"-0.67","25",159.5939,"0","50",163.62,"0.67","75",167.6461,"1.33","91",171.6723,"2","98",175.6984,"2.67","99.6",179.7246
"177",18.6667,"-2.67","0.4",147.5154,"-2","2",151.5416,"-1.33","9",155.5677,"-0.67","25",159.5939,"0","50",163.62,"0.67","75",167.6461,"1.33","91",171.6723,"2","98",175.6984,"2.67","99.6",179.7246
"178",18.75,"-2.67","0.4",147.5154,"-2","2",151.5416,"-1.33","9",155.5677,"-0.67","25",159.5939,"0","50",163.62,"0.67","75",167.6461,"1.33","91",171.6723,"2","98",175.6984,"2.67","99.6",179.7246
"179",18.8333,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"180",18.9167,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"181",19,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"182",19.0833,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"183",19.1667,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"184",19.25,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"185",19.3333,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"186",19.4167,"-2.67","0.4",147.5244,"-2","2",151.5508,"-1.33","9",155.5772,"-0.67","25",159.6036,"0","50",163.63,"0.67","75",167.6564,"1.33","91",171.6828,"2","98",175.7092,"2.67","99.6",179.7356
"187",19.5,"-2.67","0.4",147.5288,"-2","2",151.5541,"-1.33","9",155.5794,"-0.67","25",159.6047,"0","50",163.63,"0.67","75",167.6553,"1.33","91",171.6806,"2","98",175.7059,"2.67","99.6",179.7312
"188",19.5833,"-2.67","0.4",147.5288,"-2","2",151.5541,"-1.33","9",155.5794,"-0.67","25",159.6047,"0","50",163.63,"0.67","75",167.6553,"1.33","91",171.6806,"2","98",175.7059,"2.67","99.6",179.7312
"189",19.6667,"-2.67","0.4",147.5288,"-2","2",151.5541,"-1.33","9",155.5794,"-0.67","25",159.6047,"0","50",163.63,"0.67","75",167.6553,"1.33","91",171.6806,"2","98",175.7059,"2.67","99.6",179.7312
"190",19.75,"-2.67","0.4",147.5288,"-2","2",151.5541,"-1.33","9",155.5794,"-0.67","25",159.6047,"0","50",163.63,"0.67","75",167.6553,"1.33","91",171.6806,"2","98",175.7059,"2.67","99.6",179.7312
"191",19.8333,"-2.67","0.4",147.5378,"-2","2",151.5634,"-1.33","9",155.5889,"-0.67","25",159.6145,"0","50",163.64,"0.67","75",167.6655,"1.33","91",171.6911,"2","98",175.7166,"2.67","99.6",179.7422
"192",19.9167,"-2.67","0.4",147.5378,"-2","2",151.5634,"-1.33","9",155.5889,"-0.67","25",159.6145,"0","50",163.64,"0.67","75",167.6655,"1.33","91",171.6911,"2","98",175.7166,"2.67","99.6",179.7422
"193",20,"-2.67","0.4",147.5378,"-2","2",151.5634,"-1.33","9",155.5889,"-0.67","25",159.6145,"0","50",163.64,"0.67","75",167.6655,"1.33","91",171.6911,"2","98",175.7166,"2.67","99.6",179.7422
